"Bodemgebruik; uitgebreide gebruiksvorm, per gemeente"
""
"";"";"";"Perioden"
"Nieuwkoop";"||Totaal agrarisch terrein";"ha";"6135"
"Nieuwkoop";"||Totaal  bos en open natuurlijk terrein";"ha";"703"
"Nieuwkoop";"||Totaal binnenwater";"ha";"1311"
"Nieuwkoop";"||Totaal buitenwater";"ha";""
"Nieuw-Lekkerland";"Totale oppervlakte";"ha";""
"Nieuw-Lekkerland";"Totaal verkeersterrein";"ha";""
"Nieuw-Lekkerland";"||Totaal bebouwd terrein";"ha";""
"Nieuw-Lekkerland";"||Totaal semi-bebouwd terrein";"ha";""
"Nieuw-Lekkerland";"Bouwterrein";"ha";""
"Nieuw-Lekkerland";"||Totaal recreatieterrein";"ha";""
"Nieuw-Lekkerland";"||Totaal agrarisch terrein";"ha";""
"Nieuw-Lekkerland";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Nieuw-Lekkerland";"||Totaal binnenwater";"ha";""
"Nieuw-Lekkerland";"||Totaal buitenwater";"ha";""
"Nieuwleusen";"Totale oppervlakte";"ha";""
"Nieuwleusen";"Totaal verkeersterrein";"ha";""
"Nieuwleusen";"||Totaal bebouwd terrein";"ha";""
"Nieuwleusen";"||Totaal semi-bebouwd terrein";"ha";""
"Nieuwleusen";"Bouwterrein";"ha";""
"Nieuwleusen";"||Totaal recreatieterrein";"ha";""
"Nieuwleusen";"||Totaal agrarisch terrein";"ha";""
"Nieuwleusen";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Nieuwleusen";"||Totaal binnenwater";"ha";""
"Nieuwleusen";"||Totaal buitenwater";"ha";""
"Nieuw-Vossemeer";"Totale oppervlakte";"ha";""
"Nieuw-Vossemeer";"Totaal verkeersterrein";"ha";""
"Nieuw-Vossemeer";"||Totaal bebouwd terrein";"ha";""
"Nieuw-Vossemeer";"||Totaal semi-bebouwd terrein";"ha";""
"Nieuw-Vossemeer";"Bouwterrein";"ha";""
"Nieuw-Vossemeer";"||Totaal recreatieterrein";"ha";""
"Nieuw-Vossemeer";"||Totaal agrarisch terrein";"ha";""
"Nieuw-Vossemeer";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Nieuw-Vossemeer";"||Totaal binnenwater";"ha";""
"Nieuw-Vossemeer";"||Totaal buitenwater";"ha";""
"Nijefurd";"Totale oppervlakte";"ha";""
"Nijefurd";"Totaal verkeersterrein";"ha";""
"Nijefurd";"||Totaal bebouwd terrein";"ha";""
"Nijefurd";"||Totaal semi-bebouwd terrein";"ha";""
"Nijefurd";"Bouwterrein";"ha";""
"Nijefurd";"||Totaal recreatieterrein";"ha";""
"Nijefurd";"||Totaal agrarisch terrein";"ha";""
"Nijefurd";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Nijefurd";"||Totaal binnenwater";"ha";""
"Nijefurd";"||Totaal buitenwater";"ha";""
"Nijeveen";"Totale oppervlakte";"ha";""
"Nijeveen";"Totaal verkeersterrein";"ha";""
"Nijeveen";"||Totaal bebouwd terrein";"ha";""
"Nijeveen";"||Totaal semi-bebouwd terrein";"ha";""
"Nijeveen";"Bouwterrein";"ha";""
"Nijeveen";"||Totaal recreatieterrein";"ha";""
"Nijeveen";"||Totaal agrarisch terrein";"ha";""
"Nijeveen";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Nijeveen";"||Totaal binnenwater";"ha";""
"Nijeveen";"||Totaal buitenwater";"ha";""
"Nijkerk";"Totale oppervlakte";"ha";"7204"
"Nijkerk";"Totaal verkeersterrein";"ha";"205"
"Nijkerk";"||Totaal bebouwd terrein";"ha";"952"
"Nijkerk";"||Totaal semi-bebouwd terrein";"ha";"103"
"Nijkerk";"Bouwterrein";"ha";"87"
"Nijkerk";"||Totaal recreatieterrein";"ha";"185"
"Nijkerk";"||Totaal agrarisch terrein";"ha";"4933"
"Nijkerk";"||Totaal  bos en open natuurlijk terrein";"ha";"556"
"Nijkerk";"||Totaal binnenwater";"ha";"270"
"Nijkerk";"||Totaal buitenwater";"ha";""
"Nijmegen";"Totale oppervlakte";"ha";"5760"
"Nijmegen";"Totaal verkeersterrein";"ha";"400"
"Nijmegen";"||Totaal bebouwd terrein";"ha";"2944"
"Nijmegen";"||Totaal semi-bebouwd terrein";"ha";"373"
"Nijmegen";"Bouwterrein";"ha";"250"
"Nijmegen";"||Totaal recreatieterrein";"ha";"577"
"Nijmegen";"||Totaal agrarisch terrein";"ha";"766"
"Nijmegen";"||Totaal  bos en open natuurlijk terrein";"ha";"246"
"Nijmegen";"||Totaal binnenwater";"ha";"454"
"Nijmegen";"||Totaal buitenwater";"ha";""
"Nissewaard";"Totale oppervlakte";"ha";"9873"
"Nissewaard";"Totaal verkeersterrein";"ha";"294"
"Nissewaard";"||Totaal bebouwd terrein";"ha";"1290"
"Nissewaard";"||Totaal semi-bebouwd terrein";"ha";"166"
"Nissewaard";"Bouwterrein";"ha";"118"
"Nissewaard";"||Totaal recreatieterrein";"ha";"479"
"Nissewaard";"||Totaal agrarisch terrein";"ha";"5504"
"Nissewaard";"||Totaal  bos en open natuurlijk terrein";"ha";"586"
"Nissewaard";"||Totaal binnenwater";"ha";"1554"
"Nissewaard";"||Totaal buitenwater";"ha";""
"Noord-Beveland";"Totale oppervlakte";"ha";"12151"
"Noord-Beveland";"Totaal verkeersterrein";"ha";"380"
"Noord-Beveland";"||Totaal bebouwd terrein";"ha";"240"
"Noord-Beveland";"||Totaal semi-bebouwd terrein";"ha";"112"
"Noord-Beveland";"Bouwterrein";"ha";"42"
"Noord-Beveland";"||Totaal recreatieterrein";"ha";"344"
"Noord-Beveland";"||Totaal agrarisch terrein";"ha";"7006"
"Noord-Beveland";"||Totaal  bos en open natuurlijk terrein";"ha";"506"
"Noord-Beveland";"||Totaal binnenwater";"ha";"724"
"Noord-Beveland";"||Totaal buitenwater";"ha";"2840"
"Noordenveld";"Totale oppervlakte";"ha";"20532"
"Noordenveld";"Totaal verkeersterrein";"ha";"341"
"Noordenveld";"||Totaal bebouwd terrein";"ha";"1016"
"Noordenveld";"||Totaal semi-bebouwd terrein";"ha";"116"
"Noordenveld";"Bouwterrein";"ha";"55"
"Noordenveld";"||Totaal recreatieterrein";"ha";"385"
"Noordenveld";"||Totaal agrarisch terrein";"ha";"13047"
"Noordenveld";"||Totaal  bos en open natuurlijk terrein";"ha";"5039"
"Noordenveld";"||Totaal binnenwater";"ha";"588"
"Noordenveld";"||Totaal buitenwater";"ha";""
"Noorder-Koggenland";"Totale oppervlakte";"ha";""
"Noorder-Koggenland";"Totaal verkeersterrein";"ha";""
"Noorder-Koggenland";"||Totaal bebouwd terrein";"ha";""
"Noorder-Koggenland";"||Totaal semi-bebouwd terrein";"ha";""
"Noorder-Koggenland";"Bouwterrein";"ha";""
"Noorder-Koggenland";"||Totaal recreatieterrein";"ha";""
"Noorder-Koggenland";"||Totaal agrarisch terrein";"ha";""
"Noorder-Koggenland";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Noorder-Koggenland";"||Totaal binnenwater";"ha";""
"Noorder-Koggenland";"||Totaal buitenwater";"ha";""
"Noordoostpolder";"Totale oppervlakte";"ha";"59542"
"Noordoostpolder";"Totaal verkeersterrein";"ha";"878"
"Noordoostpolder";"||Totaal bebouwd terrein";"ha";"1445"
"Noordoostpolder";"||Totaal semi-bebouwd terrein";"ha";"378"
"Noordoostpolder";"Bouwterrein";"ha";"291"
"Noordoostpolder";"||Totaal recreatieterrein";"ha";"489"
"Noordoostpolder";"||Totaal agrarisch terrein";"ha";"40239"
"Noordoostpolder";"||Totaal  bos en open natuurlijk terrein";"ha";"2553"
"Noordoostpolder";"||Totaal binnenwater";"ha";"13561"
"Noordoostpolder";"||Totaal buitenwater";"ha";""
"Noordwijk";"Totale oppervlakte";"ha";"5152"
"Noordwijk";"Totaal verkeersterrein";"ha";"111"
"Noordwijk";"||Totaal bebouwd terrein";"ha";"488"
"Noordwijk";"||Totaal semi-bebouwd terrein";"ha";"20"
"Noordwijk";"Bouwterrein";"ha";"14"
"Noordwijk";"||Totaal recreatieterrein";"ha";"234"
"Noordwijk";"||Totaal agrarisch terrein";"ha";"813"
"Noordwijk";"||Totaal  bos en open natuurlijk terrein";"ha";"1913"
"Noordwijk";"||Totaal binnenwater";"ha";"16"
"Noordwijk";"||Totaal buitenwater";"ha";"1557"
"Noordwijkerhout";"Totale oppervlakte";"ha";"2342"
"Noordwijkerhout";"Totaal verkeersterrein";"ha";"100"
"Noordwijkerhout";"||Totaal bebouwd terrein";"ha";"329"
"Noordwijkerhout";"||Totaal semi-bebouwd terrein";"ha";"21"
"Noordwijkerhout";"Bouwterrein";"ha";"19"
"Noordwijkerhout";"||Totaal recreatieterrein";"ha";"161"
"Noordwijkerhout";"||Totaal agrarisch terrein";"ha";"1462"
"Noordwijkerhout";"||Totaal  bos en open natuurlijk terrein";"ha";"184"
"Noordwijkerhout";"||Totaal binnenwater";"ha";"83"
"Noordwijkerhout";"||Totaal buitenwater";"ha";""
"Nootdorp";"Totale oppervlakte";"ha";""
"Nootdorp";"Totaal verkeersterrein";"ha";""
"Nootdorp";"||Totaal bebouwd terrein";"ha";""
"Nootdorp";"||Totaal semi-bebouwd terrein";"ha";""
"Nootdorp";"Bouwterrein";"ha";""
"Nootdorp";"||Totaal recreatieterrein";"ha";""
"Nootdorp";"||Totaal agrarisch terrein";"ha";""
"Nootdorp";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Nootdorp";"||Totaal binnenwater";"ha";""
"Nootdorp";"||Totaal buitenwater";"ha";""
"Norg";"Totale oppervlakte";"ha";""
"Norg";"Totaal verkeersterrein";"ha";""
"Norg";"||Totaal bebouwd terrein";"ha";""
"Norg";"||Totaal semi-bebouwd terrein";"ha";""
"Norg";"Bouwterrein";"ha";""
"Norg";"||Totaal recreatieterrein";"ha";""
"Norg";"||Totaal agrarisch terrein";"ha";""
"Norg";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Norg";"||Totaal binnenwater";"ha";""
"Norg";"||Totaal buitenwater";"ha";""
"Nuenen, Gerwen en Nederwetten";"Totale oppervlakte";"ha";"3394"
"Nuenen, Gerwen en Nederwetten";"Totaal verkeersterrein";"ha";"124"
"Nuenen, Gerwen en Nederwetten";"||Totaal bebouwd terrein";"ha";"596"
"Nuenen, Gerwen en Nederwetten";"||Totaal semi-bebouwd terrein";"ha";"34"
"Nuenen, Gerwen en Nederwetten";"Bouwterrein";"ha";"22"
"Nuenen, Gerwen en Nederwetten";"||Totaal recreatieterrein";"ha";"142"
"Nuenen, Gerwen en Nederwetten";"||Totaal agrarisch terrein";"ha";"1913"
"Nuenen, Gerwen en Nederwetten";"||Totaal  bos en open natuurlijk terrein";"ha";"562"
"Nuenen, Gerwen en Nederwetten";"||Totaal binnenwater";"ha";"23"
"Nuenen, Gerwen en Nederwetten";"||Totaal buitenwater";"ha";""
"Nunspeet";"Totale oppervlakte";"ha";"12953"
"Nunspeet";"Totaal verkeersterrein";"ha";"235"
"Nunspeet";"||Totaal bebouwd terrein";"ha";"593"
"Nunspeet";"||Totaal semi-bebouwd terrein";"ha";"38"
"Nunspeet";"Bouwterrein";"ha";"20"
"Nunspeet";"||Totaal recreatieterrein";"ha";"438"
"Nunspeet";"||Totaal agrarisch terrein";"ha";"3027"
"Nunspeet";"||Totaal  bos en open natuurlijk terrein";"ha";"8543"
"Nunspeet";"||Totaal binnenwater";"ha";"80"
"Nunspeet";"||Totaal buitenwater";"ha";""
"Nuth";"Totale oppervlakte";"ha";"3313"
"Nuth";"Totaal verkeersterrein";"ha";"113"
"Nuth";"||Totaal bebouwd terrein";"ha";"426"
"Nuth";"||Totaal semi-bebouwd terrein";"ha";"37"
"Nuth";"Bouwterrein";"ha";"32"
"Nuth";"||Totaal recreatieterrein";"ha";"49"
"Nuth";"||Totaal agrarisch terrein";"ha";"2557"
"Nuth";"||Totaal  bos en open natuurlijk terrein";"ha";"128"
"Nuth";"||Totaal binnenwater";"ha";"3"
"Nuth";"||Totaal buitenwater";"ha";""
"Obdam";"Totale oppervlakte";"ha";""
"Obdam";"Totaal verkeersterrein";"ha";""
"Obdam";"||Totaal bebouwd terrein";"ha";""
"Obdam";"||Totaal semi-bebouwd terrein";"ha";""
"Obdam";"Bouwterrein";"ha";""
"Obdam";"||Totaal recreatieterrein";"ha";""
"Obdam";"||Totaal agrarisch terrein";"ha";""
"Obdam";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Obdam";"||Totaal binnenwater";"ha";""
"Obdam";"||Totaal buitenwater";"ha";""
"Odoorn";"Totale oppervlakte";"ha";""
"Odoorn";"Totaal verkeersterrein";"ha";""
"Odoorn";"||Totaal bebouwd terrein";"ha";""
"Odoorn";"||Totaal semi-bebouwd terrein";"ha";""
"Odoorn";"Bouwterrein";"ha";""
"Odoorn";"||Totaal recreatieterrein";"ha";""
"Odoorn";"||Totaal agrarisch terrein";"ha";""
"Odoorn";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Odoorn";"||Totaal binnenwater";"ha";""
"Odoorn";"||Totaal buitenwater";"ha";""
"Oegstgeest";"Totale oppervlakte";"ha";"797"
"Oegstgeest";"Totaal verkeersterrein";"ha";"44"
"Oegstgeest";"||Totaal bebouwd terrein";"ha";"374"
"Oegstgeest";"||Totaal semi-bebouwd terrein";"ha";"68"
"Oegstgeest";"Bouwterrein";"ha";"65"
"Oegstgeest";"||Totaal recreatieterrein";"ha";"93"
"Oegstgeest";"||Totaal agrarisch terrein";"ha";"131"
"Oegstgeest";"||Totaal  bos en open natuurlijk terrein";"ha";"22"
"Oegstgeest";"||Totaal binnenwater";"ha";"66"
"Oegstgeest";"||Totaal buitenwater";"ha";""
"Oirschot";"Totale oppervlakte";"ha";"10284"
"Oirschot";"Totaal verkeersterrein";"ha";"265"
"Oirschot";"||Totaal bebouwd terrein";"ha";"677"
"Oirschot";"||Totaal semi-bebouwd terrein";"ha";"50"
"Oirschot";"Bouwterrein";"ha";"49"
"Oirschot";"||Totaal recreatieterrein";"ha";"144"
"Oirschot";"||Totaal agrarisch terrein";"ha";"5804"
"Oirschot";"||Totaal  bos en open natuurlijk terrein";"ha";"3239"
"Oirschot";"||Totaal binnenwater";"ha";"106"
"Oirschot";"||Totaal buitenwater";"ha";""
"Oisterwijk";"Totale oppervlakte";"ha";"6513"
"Oisterwijk";"Totaal verkeersterrein";"ha";"163"
"Oisterwijk";"||Totaal bebouwd terrein";"ha";"651"
"Oisterwijk";"||Totaal semi-bebouwd terrein";"ha";"15"
"Oisterwijk";"Bouwterrein";"ha";"12"
"Oisterwijk";"||Totaal recreatieterrein";"ha";"196"
"Oisterwijk";"||Totaal agrarisch terrein";"ha";"3625"
"Oisterwijk";"||Totaal  bos en open natuurlijk terrein";"ha";"1735"
"Oisterwijk";"||Totaal binnenwater";"ha";"128"
"Oisterwijk";"||Totaal buitenwater";"ha";""
"Oldambt";"Totale oppervlakte";"ha";"29596"
"Oldambt";"Totaal verkeersterrein";"ha";"654"
"Oldambt";"||Totaal bebouwd terrein";"ha";"1353"
"Oldambt";"||Totaal semi-bebouwd terrein";"ha";"438"
"Oldambt";"Bouwterrein";"ha";"301"
"Oldambt";"||Totaal recreatieterrein";"ha";"291"
"Oldambt";"||Totaal agrarisch terrein";"ha";"18009"
"Oldambt";"||Totaal  bos en open natuurlijk terrein";"ha";"1921"
"Oldambt";"||Totaal binnenwater";"ha";"1387"
"Oldambt";"||Totaal buitenwater";"ha";"5543"
"Oldebroek";"Totale oppervlakte";"ha";"9884"
"Oldebroek";"Totaal verkeersterrein";"ha";"239"
"Oldebroek";"||Totaal bebouwd terrein";"ha";"560"
"Oldebroek";"||Totaal semi-bebouwd terrein";"ha";"54"
"Oldebroek";"Bouwterrein";"ha";"38"
"Oldebroek";"||Totaal recreatieterrein";"ha";"133"
"Oldebroek";"||Totaal agrarisch terrein";"ha";"5758"
"Oldebroek";"||Totaal  bos en open natuurlijk terrein";"ha";"3021"
"Oldebroek";"||Totaal binnenwater";"ha";"118"
"Oldebroek";"||Totaal buitenwater";"ha";""
"Oldenzaal";"Totale oppervlakte";"ha";"2195"
"Oldenzaal";"Totaal verkeersterrein";"ha";"147"
"Oldenzaal";"||Totaal bebouwd terrein";"ha";"855"
"Oldenzaal";"||Totaal semi-bebouwd terrein";"ha";"52"
"Oldenzaal";"Bouwterrein";"ha";"42"
"Oldenzaal";"||Totaal recreatieterrein";"ha";"172"
"Oldenzaal";"||Totaal agrarisch terrein";"ha";"707"
"Oldenzaal";"||Totaal  bos en open natuurlijk terrein";"ha";"222"
"Oldenzaal";"||Totaal binnenwater";"ha";"40"
"Oldenzaal";"||Totaal buitenwater";"ha";""
"Olst";"Totale oppervlakte";"ha";""
"Olst";"Totaal verkeersterrein";"ha";""
"Olst";"||Totaal bebouwd terrein";"ha";""
"Olst";"||Totaal semi-bebouwd terrein";"ha";""
"Olst";"Bouwterrein";"ha";""
"Olst";"||Totaal recreatieterrein";"ha";""
"Olst";"||Totaal agrarisch terrein";"ha";""
"Olst";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Olst";"||Totaal binnenwater";"ha";""
"Olst";"||Totaal buitenwater";"ha";""
"Olst-Wijhe";"Totale oppervlakte";"ha";"11837"
"Olst-Wijhe";"Totaal verkeersterrein";"ha";"303"
"Olst-Wijhe";"||Totaal bebouwd terrein";"ha";"382"
"Olst-Wijhe";"||Totaal semi-bebouwd terrein";"ha";"84"
"Olst-Wijhe";"Bouwterrein";"ha";"60"
"Olst-Wijhe";"||Totaal recreatieterrein";"ha";"93"
"Olst-Wijhe";"||Totaal agrarisch terrein";"ha";"9608"
"Olst-Wijhe";"||Totaal  bos en open natuurlijk terrein";"ha";"915"
"Olst-Wijhe";"||Totaal binnenwater";"ha";"453"
"Olst-Wijhe";"||Totaal buitenwater";"ha";""
"Ommen";"Totale oppervlakte";"ha";"18201"
"Ommen";"Totaal verkeersterrein";"ha";"437"
"Ommen";"||Totaal bebouwd terrein";"ha";"426"
"Ommen";"||Totaal semi-bebouwd terrein";"ha";"79"
"Ommen";"Bouwterrein";"ha";"43"
"Ommen";"||Totaal recreatieterrein";"ha";"567"
"Ommen";"||Totaal agrarisch terrein";"ha";"11332"
"Ommen";"||Totaal  bos en open natuurlijk terrein";"ha";"5148"
"Ommen";"||Totaal binnenwater";"ha";"212"
"Ommen";"||Totaal buitenwater";"ha";""
"Onderbanken";"Totale oppervlakte";"ha";"2124"
"Onderbanken";"Totaal verkeersterrein";"ha";"80"
"Onderbanken";"||Totaal bebouwd terrein";"ha";"192"
"Onderbanken";"||Totaal semi-bebouwd terrein";"ha";"26"
"Onderbanken";"Bouwterrein";"ha";"19"
"Onderbanken";"||Totaal recreatieterrein";"ha";"30"
"Onderbanken";"||Totaal agrarisch terrein";"ha";"1375"
"Onderbanken";"||Totaal  bos en open natuurlijk terrein";"ha";"409"
"Onderbanken";"||Totaal binnenwater";"ha";"11"
"Onderbanken";"||Totaal buitenwater";"ha";""
"Oost Gelre";"Totale oppervlakte";"ha";"11012"
"Oost Gelre";"Totaal verkeersterrein";"ha";"328"
"Oost Gelre";"||Totaal bebouwd terrein";"ha";"799"
"Oost Gelre";"||Totaal semi-bebouwd terrein";"ha";"81"
"Oost Gelre";"Bouwterrein";"ha";"72"
"Oost Gelre";"||Totaal recreatieterrein";"ha";"204"
"Oost Gelre";"||Totaal agrarisch terrein";"ha";"9012"
"Oost Gelre";"||Totaal  bos en open natuurlijk terrein";"ha";"537"
"Oost Gelre";"||Totaal binnenwater";"ha";"50"
"Oost Gelre";"||Totaal buitenwater";"ha";""
"Oost-, West- en Middelbeers";"Totale oppervlakte";"ha";""
"Oost-, West- en Middelbeers";"Totaal verkeersterrein";"ha";""
"Oost-, West- en Middelbeers";"||Totaal bebouwd terrein";"ha";""
"Oost-, West- en Middelbeers";"||Totaal semi-bebouwd terrein";"ha";""
"Oost-, West- en Middelbeers";"Bouwterrein";"ha";""
"Oost-, West- en Middelbeers";"||Totaal recreatieterrein";"ha";""
"Oost-, West- en Middelbeers";"||Totaal agrarisch terrein";"ha";""
"Oost-, West- en Middelbeers";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Oost-, West- en Middelbeers";"||Totaal binnenwater";"ha";""
"Oost-, West- en Middelbeers";"||Totaal buitenwater";"ha";""
"Oostburg";"Totale oppervlakte";"ha";""
"Oostburg";"Totaal verkeersterrein";"ha";""
"Oostburg";"||Totaal bebouwd terrein";"ha";""
"Oostburg";"||Totaal semi-bebouwd terrein";"ha";""
"Oostburg";"Bouwterrein";"ha";""
"Oostburg";"||Totaal recreatieterrein";"ha";""
"Oostburg";"||Totaal agrarisch terrein";"ha";""
"Oostburg";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Oostburg";"||Totaal binnenwater";"ha";""
"Oostburg";"||Totaal buitenwater";"ha";""
"Oosterhesselen";"Totale oppervlakte";"ha";""
"Oosterhesselen";"Totaal verkeersterrein";"ha";""
"Oosterhesselen";"||Totaal bebouwd terrein";"ha";""
"Oosterhesselen";"||Totaal semi-bebouwd terrein";"ha";""
"Oosterhesselen";"Bouwterrein";"ha";""
"Oosterhesselen";"||Totaal recreatieterrein";"ha";""
"Oosterhesselen";"||Totaal agrarisch terrein";"ha";""
"Oosterhesselen";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Oosterhesselen";"||Totaal binnenwater";"ha";""
"Oosterhesselen";"||Totaal buitenwater";"ha";""
"Oosterhout";"Totale oppervlakte";"ha";"7309"
"Oosterhout";"Totaal verkeersterrein";"ha";"320"
"Oosterhout";"||Totaal bebouwd terrein";"ha";"1517"
"Oosterhout";"||Totaal semi-bebouwd terrein";"ha";"149"
"Oosterhout";"Bouwterrein";"ha";"134"
"Oosterhout";"||Totaal recreatieterrein";"ha";"438"
"Oosterhout";"||Totaal agrarisch terrein";"ha";"3320"
"Oosterhout";"||Totaal  bos en open natuurlijk terrein";"ha";"1403"
"Oosterhout";"||Totaal binnenwater";"ha";"162"
"Oosterhout";"||Totaal buitenwater";"ha";""
"Oostflakkee";"Totale oppervlakte";"ha";""
"Oostflakkee";"Totaal verkeersterrein";"ha";""
"Oostflakkee";"||Totaal bebouwd terrein";"ha";""
"Oostflakkee";"||Totaal semi-bebouwd terrein";"ha";""
"Oostflakkee";"Bouwterrein";"ha";""
"Oostflakkee";"||Totaal recreatieterrein";"ha";""
"Oostflakkee";"||Totaal agrarisch terrein";"ha";""
"Oostflakkee";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Oostflakkee";"||Totaal binnenwater";"ha";""
"Oostflakkee";"||Totaal buitenwater";"ha";""
"Ooststellingwerf";"Totale oppervlakte";"ha";"22611"
"Ooststellingwerf";"Totaal verkeersterrein";"ha";"397"
"Ooststellingwerf";"||Totaal bebouwd terrein";"ha";"763"
"Ooststellingwerf";"||Totaal semi-bebouwd terrein";"ha";"112"
"Ooststellingwerf";"Bouwterrein";"ha";"73"
"Ooststellingwerf";"||Totaal recreatieterrein";"ha";"306"
"Ooststellingwerf";"||Totaal agrarisch terrein";"ha";"16286"
"Ooststellingwerf";"||Totaal  bos en open natuurlijk terrein";"ha";"4478"
"Ooststellingwerf";"||Totaal binnenwater";"ha";"269"
"Ooststellingwerf";"||Totaal buitenwater";"ha";""
"Oostzaan";"Totale oppervlakte";"ha";"1608"
"Oostzaan";"Totaal verkeersterrein";"ha";"60"
"Oostzaan";"||Totaal bebouwd terrein";"ha";"179"
"Oostzaan";"||Totaal semi-bebouwd terrein";"ha";"13"
"Oostzaan";"Bouwterrein";"ha";"12"
"Oostzaan";"||Totaal recreatieterrein";"ha";"188"
"Oostzaan";"||Totaal agrarisch terrein";"ha";"522"
"Oostzaan";"||Totaal  bos en open natuurlijk terrein";"ha";"191"
"Oostzaan";"||Totaal binnenwater";"ha";"455"
"Oostzaan";"||Totaal buitenwater";"ha";""
"Ootmarsum";"Totale oppervlakte";"ha";""
"Ootmarsum";"Totaal verkeersterrein";"ha";""
"Ootmarsum";"||Totaal bebouwd terrein";"ha";""
"Ootmarsum";"||Totaal semi-bebouwd terrein";"ha";""
"Ootmarsum";"Bouwterrein";"ha";""
"Ootmarsum";"||Totaal recreatieterrein";"ha";""
"Ootmarsum";"||Totaal agrarisch terrein";"ha";""
"Ootmarsum";"||Totaal  bos en open natuurlijk terrein";"ha";""
"Ootmarsum";"||Totaal binnenwater";"ha";""
"Ootmarsum";"||Totaal buitenwater";"ha";""
"Opmeer";"Totale oppervlakte";"ha";"4194"
"Opmeer";"Totaal verkeersterrein";"ha";"87"
"Opmeer";"||Totaal bebouwd terrein";"ha";"293"
"Opmeer";"||Totaal semi-bebouwd terrein";"ha";"26"
"Opmeer";"Bouwterrein";"ha";"24"
"Opmeer";"||Totaal recreatieterrein";"ha";"66"
"Opmeer";"||Totaal agrarisch terrein";"ha";"3661"
"Opmeer";"||Totaal  bos en open natuurlijk terrein";"ha";"16"
"Opmeer";"||Totaal binnenwater";"ha";"44"
"Opmeer";"||Totaal buitenwater";"ha";""
"Opsterland";"Totale oppervlakte";"ha";"22764"
"Opsterland";"Totaal verkeersterrein";"ha";"508"
"Opsterland";"||Totaal bebouwd terrein";"ha";"845"
"Opsterland";"||Totaal semi-bebouwd terrein";"ha";"116"
"Opsterland";"Bouwterrein";"ha";"65"
"Opsterland";"||Totaal recreatieterrein";"ha";"245"
"Opsterland";"||Totaal agrarisch terrein";"ha";"17745"
"Opsterland";"||Totaal  bos en open natuurlijk terrein";"ha";"2983"
"Opsterland";"||Totaal binnenwater";"ha";"324"
"Opsterland";"||Totaal buitenwater";"ha";""
"Oss";"Totale oppervlakte";"ha";"17093"
"Oss";"Totaal verkeersterrein";"ha";"655"
"Oss";"||Totaal bebouwd terrein";"ha";"2248"
"Oss";"||Totaal semi-bebouwd terrein";"ha";"357"
"Oss";"Bouwterrein";"ha";"327"
"Oss";"||Totaal recreatieterrein";"ha";"518"
"Oss";"||Totaal agrarisch terrein";"ha";"11665"
"Oss";"||Totaal  bos en open natuurlijk terrein";"ha";"873"
"Oss";"||Totaal binnenwater";"ha";"777"
